查詢公司名稱,公司名稱,統一編號,登記現況,資本總額(元),代表人姓名,公司所在地
六和化工股份有限公司,"六和化工股份有限公司  Google搜尋  (出進口廠商英文名稱：UNION CHEMICAL IND. CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",07057442   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,295,886,480",李友青,臺北市中山區德惠街9號6樓 地址所屬公司家數: 8  電子地圖
晟德大藥廠股份有限公司,晟德大藥廠股份有限公司  Google搜尋  (出進口廠商英文名稱：CENTER LABORATORIES INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,18606304   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王素琦,臺北市南港區園區街3之2號7樓 地址所屬公司家數: 15  電子地圖
潤華染織廠股份有限公司,"潤華染織廠股份有限公司  Google搜尋  (出進口廠商英文名稱：RUEN HUA DYEING & WEAVING CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",27093207   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,245,340,000",張坤隆,臺北市中山區八德路2段308號11樓之1 地址所屬公司家數: 16  電子地圖
和潤企業股份有限公司,"和潤企業股份有限公司  Google搜尋  (出進口廠商英文名稱：HOTAI FINANCE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",16844548   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",劉源森,臺北市內湖區瑞光路605號10樓 地址所屬公司家數: 16  電子地圖
南茂科技股份有限公司,南茂科技股份有限公司  Google搜尋  (出進口廠商英文名稱：CHIPMOS TECHNOLOGIES INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16130042   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,700,000,000",鄭世杰,新竹科學園區新竹縣研發一路1號 地址所屬公司家數: 1  電子地圖
長春石油化學股份有限公司,"長春石油化學股份有限公司  Google搜尋  (出進口廠商英文名稱：CHANG CHUN PETROCHEMICAL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",11384806   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,151,862,870",廖龍星,臺北市中山區松江路301號7樓 地址所屬公司家數: 8  電子地圖
台新創業投資股份有限公司,"台新創業投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
095年10月05日 發文號09501224510變更名稱 （前名稱：台欣創業投資股份有限公司）",80031342   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,200,000,000",許德南,臺北市大安區仁愛路四段118號18樓 地址所屬公司家數: 1  電子地圖
台灣艾司摩爾股份有限公司,台灣艾司摩爾股份有限公司  Google搜尋  (出進口廠商英文名稱：ASML TAIWAN LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,13006301   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,095,649,000",汪佳慧,新竹市公道五路三段1號11樓之1 地址所屬公司家數: 3  電子地圖
燿華電子股份有限公司,燿華電子股份有限公司  Google搜尋  (出進口廠商英文名稱：UNITECH PRINTED CIRCUIT BOARD CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,05637971   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",張元銘,新北市土城區中山路4巷3號 地址所屬公司家數: 2  電子地圖
宏遠興業股份有限公司,"宏遠興業股份有限公司  Google搜尋  (出進口廠商英文名稱：EVEREST TEXTILE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",22817999   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",席家宜,臺南市山上區明和里256號 地址所屬公司家數: 1  電子地圖
錸德科技股份有限公司,錸德科技股份有限公司  Google搜尋  (出進口廠商英文名稱：RITEK CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23218873   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"40,000,000,000",葉垂景,新竹縣湖口鄉中興村光復北路42號 地址所屬公司家數: 7  電子地圖
台新綜合證券股份有限公司,"台新綜合證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
099年04月14日 發文號09901072470變更名稱 （前名稱：東興證券股份有限公司）",23534956   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",郭嘉宏,臺北市中山區中山北路二段44號2樓 地址所屬公司家數: 1  電子地圖
中美和石油化學股份有限公司,"中美和石油化學股份有限公司  Google搜尋  (出進口廠商英文名稱：CHINA AMERICAN PETROCHEMICAL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",14040691   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,883,970,048",何敏豪,臺北市內湖區堤頂大道2段413號6樓 地址所屬公司家數: 1  電子地圖
合作金庫人壽保險股份有限公司,合作金庫人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28990860   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",徐錫漳,臺北市中山區南京東路二段85、87號5樓 地址所屬公司家數: 1  電子地圖
環球水泥股份有限公司,環球水泥股份有限公司  Google搜尋  (出進口廠商英文名稱：UNIVERSAL CEMENT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,07568009   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",博智投資股份有限公司,臺北市中山區中央里南京東路二段125號10樓 地址所屬公司家數: 1  電子地圖
富敦開發股份有限公司,"富敦開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
098年03月02日 發文號0988164082變更名稱 （前名稱：柏建投資股份有限公司）",28440795   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,800,000,000",蔡裕隆,臺北市松山區敦化北路167號18樓 地址所屬公司家數: 48  電子地圖
瑞軒科技股份有限公司,"瑞軒科技股份有限公司  Google搜尋  (出進口廠商英文名稱：AMTRAN TECHNOLOGY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",84929896   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",吳春發,新北市中和區連城路268號17樓 地址所屬公司家數: 4  電子地圖
高明貨櫃碼頭股份有限公司,高明貨櫃碼頭股份有限公司  Google搜尋  (出進口廠商英文名稱：KAO MING CONTAINER TERMINAL CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28421946   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,800,000,000",蔡豐明,高雄市小港區南星路2800號 地址所屬公司家數: 1  電子地圖
炎洲股份有限公司,"炎洲股份有限公司  Google搜尋  (出進口廠商英文名稱：YEM CHIO CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",35894259   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",李志賢,臺北市內湖區行善路397號7樓 地址所屬公司家數: 5  電子地圖
財金資訊股份有限公司,財金資訊股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16744111   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,786,000,000",林國良,臺北市內湖區明湖里康寧路三段81號 地址所屬公司家數: 1  電子地圖
品佳股份有限公司,品佳股份有限公司  Google搜尋  (出進口廠商英文名稱：SILICON APPLICATION CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22355027   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",陳銘吉,臺北市南港區經貿二路189號18樓 地址所屬公司家數: 3  電子地圖
愛山林建設開發股份有限公司,"愛山林建設開發股份有限公司  Google搜尋  (出進口廠商英文名稱：JSL CONSTRUCTION & DEVELOPMENT CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
102年07月05日 發文號1028561630變更名稱 （前名稱：金尚昌開發股份有限公司）",22190686   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",祝文宇,臺北市中山區龍江路128號2樓 地址所屬公司家數: 4  電子地圖
技嘉科技股份有限公司,"技嘉科技股份有限公司  Google搜尋  (出進口廠商英文名稱：GIGA-BYTE TECHNOLOGY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",22044755   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,500,000,000",葉培城,新北市新店區寶強路6號5樓 地址所屬公司家數: 1  電子地圖
亞昕國際開發股份有限公司,"亞昕國際開發股份有限公司  Google搜尋  (出進口廠商英文名稱：YEASHIN INTER. DEVELOPMENT CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
098年07月13日 發文號09801148730變更名稱 （前名稱：力昕建設股份有限公司）",89961389   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",姚政岳,新北市新莊區思源路555號30樓 地址所屬公司家數: 4  電子地圖
永達建設股份有限公司,永達建設股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,70542231   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,688,317,230",黃顏智美,臺北市中山區南京東路2段6號9樓 地址所屬公司家數: 14  電子地圖
大陸建設股份有限公司,大陸建設股份有限公司  Google搜尋  (出進口廠商英文名稱：CONTINENTAL DEVELOPMENT CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28996610   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",欣陸投資控股股份有限公司,臺北市大安區敦化南路二段95號12樓 地址所屬公司家數: 2  電子地圖
日鼎水務企業股份有限公司,日鼎水務企業股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,53657716   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",林榮顯,桃園市蘆竹區富華路1段177號 地址所屬公司家數: 1  電子地圖
達運精密工業股份有限公司,"達運精密工業股份有限公司  Google搜尋  (出進口廠商英文名稱：DARWIN PRECISIONS CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
103年12月24日 發文號10301254960變更名稱 （前名稱：輔祥實業股份有限公司）",23504361   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,500,000,000",蔡國新,新竹縣湖口鄉光復北路20-1號 地址所屬公司家數: 22  電子地圖
台灣三井不動產股份有限公司,"台灣三井不動產股份有限公司  Google搜尋  (出進口廠商英文名稱：MITSUI FUDOSAN TAIWAN CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
105年09月13日 發文號1059210790變更名稱 （前名稱：台灣統括股份有限公司）",42846058   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,657,260,773",久一 康洋,臺北市中正區忠孝西路一段66號21樓 地址所屬公司家數: 8  電子地圖
揚信科技股份有限公司,揚信科技股份有限公司  Google搜尋  (出進口廠商英文名稱：ALTUS TECHNOLOGY INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80445574   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,700,000,000",黃英士,高雄市前鎮區成功二路25號2樓 地址所屬公司家數: 2  電子地圖
華南永昌綜合證券股份有限公司,華南永昌綜合證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22955774   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",黃進明,臺北市松山區民生東路四段54號4樓、4樓之2至4樓之12、5樓、7樓之3、7樓之9、7樓之10 地址所屬公司家數: 1  電子地圖
泰賀投資股份有限公司,泰賀投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,42612170   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,500,679,610",王惠津,臺北市松山區慶城街67號8樓 地址所屬公司家數: 11  電子地圖
第一金證券股份有限公司,"第一金證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
097年10月28日 發文號09701271940變更名稱 （前名稱：一銀證券股份有限公司）",22959223   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",陳致全,臺北市中山區長安東路一段22號4樓 地址所屬公司家數: 1  電子地圖
可成科技股份有限公司,"可成科技股份有限公司  Google搜尋  (出進口廠商英文名稱：CATCHER TECHNOLOGY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",69905810   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",洪水樹,臺南市永康區仁愛街398號 地址所屬公司家數: 1  電子地圖
裕融企業股份有限公司,裕融企業股份有限公司  Google搜尋  (出進口廠商英文名稱：Yulon Finance Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23528130   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,500,000,000",嚴陳莉蓮,臺北市大安區敦化南路二段2號15樓 地址所屬公司家數: 2  電子地圖
春源鋼鐵工業股份有限公司,"春源鋼鐵工業股份有限公司  Google搜尋  (出進口廠商英文名稱：CHUN YUAN STEEL INDUSTRY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",11529802   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",鄭毅明,新北市三重區光復路一段61巷20號13樓 地址所屬公司家數: 1  電子地圖
中國信託創業投資股份有限公司,中國信託創業投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80355806   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",謝載祥,臺北市南港區經貿二路168號21樓 地址所屬公司家數: 3  電子地圖
南亞電路板股份有限公司,南亞電路板股份有限公司  Google搜尋  (出進口廠商英文名稱：NAN YA PRINTED CIRCUIT BOARD CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16096804   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",吳嘉昭,臺北市內湖區石潭里南京東路六段390號7樓 地址所屬公司家數: 1  電子地圖
全球人壽保險股份有限公司,全球人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,70817744   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",林文惠,臺北市信義區市民大道六段288號16樓 地址所屬公司家數: 2  電子地圖
華隆股份有限公司,華隆股份有限公司  Google搜尋  (出進口廠商英文名稱：HUALON CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,07406808   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"26,000,000,000",徐履冰,苗栗縣頭份市自立街81號2樓 地址所屬公司家數: 1  電子地圖
中美矽晶製品股份有限公司,中美矽晶製品股份有限公司  Google搜尋  (出進口廠商英文名稱：SINO-AMERICAN SILICON PRODUCTS INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,47238650   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",徐秀蘭,新竹科學園區新竹市工業東二路8號4樓 地址所屬公司家數: 1  電子地圖
尊爵投資股份有限公司,尊爵投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80698388   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,400,000,000",黃振國,臺北市中山區南京東路二段77號13樓 地址所屬公司家數: 20  電子地圖
嘉聯益科技股份有限公司,"嘉聯益科技股份有限公司  Google搜尋  (出進口廠商英文名稱：CAREER TECHNOLOGY MFG. CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",86980046   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",賴偉珍,新北市樹林區博愛街248號 地址所屬公司家數: 1  電子地圖
華榮電線電纜股份有限公司,"華榮電線電纜股份有限公司  Google搜尋  (出進口廠商英文名稱：HUA ENG WIRE & CABLE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",79460007   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,327,735,060",王宏仁,高雄市前金區中正四路170號 地址所屬公司家數: 5  電子地圖
永鼎建設股份有限公司,永鼎建設股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80657035   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,292,037,640",黃顏智美,臺北市中山區南京東路二段6號9樓 地址所屬公司家數: 14  電子地圖
日煙國際製造股份有限公司,"日煙國際製造股份有限公司  Google搜尋  (出進口廠商英文名稱：JAPAN TOBACCO INTERNATIONAL MANUFACTURING CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
104年06月12日 發文號10401109540變更名稱 （前名稱：傑恭股份有限公司）",54368658   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,081,000,000",伊緯騰 Viktor Ivanov,臺北市信義區西村里松仁路32號7樓 地址所屬公司家數: 1  電子地圖
康和綜合證券股份有限公司,康和綜合證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23824511   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",鄭大宇,臺北市信義區基隆路一段176號地下1樓、9樓部分、10樓部分、14樓部分、15樓 地址所屬公司家數: 1  電子地圖
藍天電腦股份有限公司,藍天電腦股份有限公司  Google搜尋  (出進口廠商英文名稱：CLEVO CO.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,09424319   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,000,000,000",許崑泰,新北市新莊區思源路555號35樓 地址所屬公司家數: 1  電子地圖
臺灣期貨交易所股份有限公司,臺灣期貨交易所股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16092130   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,220,480,040",吳自心,臺北市中正區羅斯福路二段100號14樓 地址所屬公司家數: 1  電子地圖
神基控股股份有限公司,"神基控股股份有限公司  Google搜尋  (出進口廠商英文名稱：Getac Holdings Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
113年07月01日 發文號11330099600變更名稱 （前名稱：神基投資控股股份有限公司）",22099532   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,500,000,000",黃明漢,桃園市龜山區文化里文化二路200號1樓 地址所屬公司家數: 2  電子地圖
頂率開發股份有限公司,頂率開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,53090297   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",侯傑中,新北市新莊區富貴路178號14樓 地址所屬公司家數: 1  電子地圖
新鑫股份有限公司,新鑫股份有限公司  Google搜尋  (出進口廠商英文名稱：Shinshin Credit Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22764579   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",闕源龍,臺北市大安區敦化南路二段2號14樓 地址所屬公司家數: 6  電子地圖
宏誠創業投資股份有限公司,宏誠創業投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84449897   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",洪嘉聰,臺北市內湖區內湖路1段120巷17號5樓 地址所屬公司家數: 3  電子地圖
泰翔投資股份有限公司,"泰翔投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
104年07月06日 發文號1048571900變更名稱 （前名稱：弘富管理顧問股份有限公司）",53742283   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,103,996,100",章百齡,臺北市信義區松仁路101號1樓 地址所屬公司家數: 9  電子地圖
寶座投資股份有限公司,寶座投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23222200   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,090,263,720",廖乾宏,臺北市信義區松仁路101號 地址所屬公司家數: 32  電子地圖
聯詠科技股份有限公司,聯詠科技股份有限公司  Google搜尋  (出進口廠商英文名稱：NOVATEK MICROELECTRONICS CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84149955   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,500,000,000",何泰舜,新竹科學園區新竹縣寶山鄉創新一路13號2樓 地址所屬公司家數: 1  電子地圖
榮剛材料科技股份有限公司,榮剛材料科技股份有限公司  Google搜尋  (出進口廠商英文名稱：GLORIA MATERIAL TECHNOLOGY CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84252697   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王炯棻,臺南市新營區新中路35號1樓 地址所屬公司家數: 2  電子地圖
友訊科技股份有限公司,友訊科技股份有限公司  Google搜尋  (出進口廠商英文名稱：D-LINK CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22099189   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,800,000,000",郭金河,臺北市內湖區新湖三路289號 地址所屬公司家數: 2  電子地圖
大同智能股份有限公司,"大同智能股份有限公司  Google搜尋  (出進口廠商英文名稱：TATUNG FOREVER ENERGY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
111年01月28日 發文號11101011200變更名稱 （前名稱：大同永旭能源股份有限公司）",24937555   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王光祥,臺北市中山區中山北路三段22號 地址所屬公司家數: 33  電子地圖
泰發投資股份有限公司,"泰發投資股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN FENGSHANG ENERGY SAVING TECH CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
104年07月08日 發文號1048571920變更名稱 （前名稱：高技節能環保科技股份有限公司）",24483575   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,988,201,550",廖乾宏,臺北市松山區慶城街63號16樓 地址所屬公司家數: 3  電子地圖
寶成建設股份有限公司,"寶成建設股份有限公司  Google搜尋  (出進口廠商英文名稱：BAO-CHEN CONSTRUCTION CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",81157852   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",張　喻,高雄市前鎮區民權二路8號10樓之1 地址所屬公司家數: 9  電子地圖
中盈投資開發股份有限公司,中盈投資開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,96975508   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,000,000,000",吳俊輝,高雄市前鎮區成功二路88號26樓 地址所屬公司家數: 15  電子地圖
光洋應用材料科技股份有限公司,光洋應用材料科技股份有限公司  Google搜尋  (出進口廠商英文名稱：SOLAR APPLIED MATERIALS TECHNOLOGY CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,43787872   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",黄啓峰,臺南市安南區工業三路1號 地址所屬公司家數: 1  電子地圖
東安投資股份有限公司,東安投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16634206   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",黃茂雄,臺北市南港區三重路19-8號6樓 地址所屬公司家數: 3  電子地圖
台灣風能投資股份有限公司,"台灣風能投資股份有限公司  Google搜尋  (出進口廠商英文名稱：Taiwan Wind Investment Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",83566376   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,015,000,000",William James Trenchard,臺北市信義區忠孝東路五段68號26樓 地址所屬公司家數: 15  電子地圖
亞洲聚合股份有限公司,亞洲聚合股份有限公司  Google搜尋  (出進口廠商英文名稱：ASIA POLYMER CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,20747385   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,200,000,000",吳亦圭,高雄市林園區工業一路3號 地址所屬公司家數: 1  電子地圖
鴻揚半導體股份有限公司,鴻揚半導體股份有限公司  Google搜尋  (出進口廠商英文名稱：HON YOUNG SEMICONDUCTOR CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,90505585   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,300,000,000",黃德才,新竹科學園區新竹市研新三路3號 地址所屬公司家數: 2  電子地圖
凌陽科技股份有限公司,"凌陽科技股份有限公司  Google搜尋  (出進口廠商英文名稱：SUNPLUS TECHNOLOGY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",23821182   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",黃洲杰,新竹科學園區新竹縣創新一路19號1樓 地址所屬公司家數: 1  電子地圖
東陽實業廠股份有限公司,"東陽實業廠股份有限公司  Google搜尋  (出進口廠商英文名稱：TONG YANG INDUSTRY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",68326665   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,000,000,000",吳永茂,臺南市安南區安和路2段98號 地址所屬公司家數: 1  電子地圖
大同資產開發股份有限公司,"大同資產開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
113年07月04日 發文號11330113420變更名稱 （前名稱：尚志資產開發股份有限公司）",29508603   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,800,000,000",吳振隆,臺北市中山區中山北路三段22號 地址所屬公司家數: 33  電子地圖
中天生物科技股份有限公司,"中天生物科技股份有限公司  Google搜尋  (出進口廠商英文名稱：MICROBIO CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",70555349   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",陳振文,臺北市南港區三重里園區街3號18樓之1 地址所屬公司家數: 1  電子地圖
